area,source,year,common_name,sex,age,length,gear
BS,RACEBASE,2007,alaska skate,F,10,75,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,16,112,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,11,87,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,9,76,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,7,74,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,10,82,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,7,65,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,8,68,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,6,58,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,12,91,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,9,81,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,1,25,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,1,27,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,16,106,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,6,65,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,18,105,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,14,102,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,12,97,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,6,61,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,10,95,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,10,87,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,10,94,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,15,104,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,20,110,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,10,82,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,1,27,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,1,32,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,1,26,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,3,45,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,12,106,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,6,57,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,2,38,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,2,37,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,5,55,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,10,79,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,4,44,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,13,93,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,8,64,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,10,86,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,16,111,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,8,72,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,3,42,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,7,80,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,1,31,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,1,24,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,M,5,52,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,5,52,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,5,49,AFSC bottom trawl survey
BS,RACEBASE,2007,alaska skate,F,7,74,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,8,87,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,14,101,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,8,83,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,9,89,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,9,94,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,14,95,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,9,78,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,15,93,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,8,79,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,9,91,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,13,108,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,11,87,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,7,71,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,6,65,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,6,65,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,10,91,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,8,86,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,58,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,4,51,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,7,60,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,5,50,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,8,70,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,8,76,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,8,78,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,6,69,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,12,98,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,8,82,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,8,72,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,8,82,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,54,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,11,103,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,6,65,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,6,64,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,9,83,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,7,62,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,5,48,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,4,40,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,59,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,4,50,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,2,36,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,5,57,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,3,39,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,4,48,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,1,31,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,1,29,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,5,51,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,7,60,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,2,37,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,1,32,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,26,137,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,12,100,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,13,91,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,12,95,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,9,92,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,13,106,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,7,76,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,6,65,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,7,72,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,4,45,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,8,87,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,53,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,10,100,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,4,47,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,9,82,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,7,68,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,13,98,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,7,61,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,9,81,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,7,79,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,9,85,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,9,89,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,14,101,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,5,46,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,5,50,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,6,56,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,57,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,11,101,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,55,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,4,48,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,6,62,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,7,68,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,65,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,4,43,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,4,50,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,67,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,3,45,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,6,66,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,3,45,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,11,99,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,6,61,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,6,59,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,9,84,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,1,33,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,9,97,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,6,60,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,11,91,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,14,94,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,2,37,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,2,37,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,53,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,1,33,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,3,36,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,4,42,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,8,73,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,14,103,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,11,94,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,13,112,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,2,34,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,3,42,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,3,40,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,14,102,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,15,107,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,12,107,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,12,104,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,4,47,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,4,52,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,2,40,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,2,40,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,2,39,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,2,42,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,3,48,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,13,93,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,5,53,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,8,79,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,11,100,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,1,28,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,10,86,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,10,97,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,M,8,82,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,2,32,AFSC bottom trawl survey
BS,RACEBASE,2008,alaska skate,F,1,30,AFSC bottom trawl survey
