cruisejoin,hauljoin,year,survey_name,specimen_id,species_code,length_mm,sex,age,area
-626,-2836,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,31,471,300,1,1,BS
-626,-2836,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,32,471,340,2,1,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,39,471,830,2,9,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,36,471,510,1,6,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,37,471,950,1,9,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,38,471,720,1,6,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,40,471,770,2,7,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,41,471,660,2,6,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,42,471,510,2,4,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,33,471,650,1,6,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,34,471,610,1,7,BS
-626,-3253,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,35,471,560,1,5,BS
-626,-3254,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,43,471,1060,2,10,BS
-626,-3254,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,44,471,300,2,1,BS
-626,-3254,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,45,471,1010,1,12,BS
-626,-3254,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,46,471,290,1,1,BS
-626,-3260,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,47,471,380,1,2,BS
-626,-3260,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,48,471,400,1,3,BS
-626,-3260,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,49,471,330,1,1,BS
-626,-3260,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,50,471,280,2,1,BS
-626,-3260,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,51,471,360,2,2,BS
-626,-3260,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,52,471,550,2,5,BS
-626,-3277,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,53,471,480,2,4,BS
-626,-3277,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,54,471,910,2,12,BS
-626,-3277,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,55,471,620,2,7,BS
-626,-3281,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,56,471,950,2,12,BS
-626,-3281,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,57,471,480,1,4,BS
-626,-3281,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,58,471,780,1,10,BS
-626,-3281,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,59,471,810,1,9,BS
-626,-3284,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,139,471,700,2,8,BS
-626,-3286,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,60,471,1040,2,10,BS
-626,-3286,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,61,471,860,1,10,BS
-626,-3290,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,62,471,430,2,4,BS
-626,-3293,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,63,471,870,2,11,BS
-626,-3297,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,64,471,1110,2,12,BS
-626,-3744,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,65,471,970,2,11,BS
-626,-3744,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,66,471,1040,2,12,BS
-626,-3745,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,67,471,1030,1,13,BS
-626,-3745,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,68,471,1070,2,11,BS
-626,-3746,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,69,471,990,2,9,BS
-626,-3746,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,70,471,1020,1,10,BS
-626,-3747,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,71,471,760,1,9,BS
-626,-3747,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,72,471,820,1,11,BS
-626,-3747,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,73,471,970,2,10,BS
-626,-3748,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,75,471,1040,1,11,BS
-626,-3749,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,76,471,390,2,3,BS
-626,-3749,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,77,471,280,2,1,BS
-626,-3749,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,80,471,430,1,3,BS
-626,-3749,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,81,471,450,1,2,BS
-626,-3749,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,82,471,970,1,13,BS
-626,-3750,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,83,471,880,1,9,BS
-626,-3750,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,84,471,950,1,12,BS
-626,-3750,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,85,471,990,2,14,BS
-626,-3751,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,87,471,390,2,2,BS
-626,-3751,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,88,471,400,2,2,BS
-626,-3751,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,89,471,1060,1,15,BS
-626,-3751,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,90,471,960,1,10,BS
-626,-3751,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,91,471,350,1,1,BS
-626,-3751,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,92,471,1050,2,14,BS
-626,-3751,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,93,471,930,2,13,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,96,471,580,1,6,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,97,471,880,1,11,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,98,471,770,1,8,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,99,471,560,1,6,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,100,471,540,1,4,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,102,471,950,2,13,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,103,471,530,2,5,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,104,471,990,2,13,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,105,471,510,2,5,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,106,471,850,2,12,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,107,471,660,2,5,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,108,471,630,2,5,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,109,471,410,2,3,BS
-626,-3752,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,110,471,830,2,10,BS
-626,-3753,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,111,471,1020,2,13,BS
-626,-3753,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,112,471,840,2,10,BS
-626,-3754,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,113,471,390,1,2,BS
-626,-3754,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,114,471,800,1,9,BS
-626,-3754,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,115,471,500,1,5,BS
-626,-3754,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,117,471,580,2,6,BS
-626,-3755,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,118,471,710,2,7,BS
-626,-3755,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,119,471,570,2,6,BS
-626,-3755,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,120,471,450,2,3,BS
-626,-3755,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,121,471,400,1,3,BS
-626,-3755,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,122,471,720,1,6,BS
-626,-3756,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,123,471,630,2,8,BS
-626,-3756,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,124,471,490,1,5,BS
-626,-3756,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,125,471,480,2,5,BS
-626,-3756,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,126,471,940,1,11,BS
-626,-3757,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,127,471,740,2,8,BS
-626,-3757,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,128,471,600,2,7,BS
-626,-3757,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,129,471,730,1,9,BS
-626,-3758,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,130,471,380,2,2,BS
-626,-3758,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,132,471,660,1,7,BS
-626,-3758,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,133,471,670,1,8,BS
-626,-3759,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,134,471,680,2,7,BS
-626,-3759,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,135,471,910,1,11,BS
-626,-3760,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,136,471,340,1,1,BS
-626,-3760,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,137,471,620,1,7,BS
-626,-3763,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,138,471,790,2,7,BS
-627,-2872,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,1,471,850,1,7,BS
-627,-2872,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,2,471,780,1,11,BS
-627,-2872,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,3,471,990,1,13,BS
-627,-2872,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,4,471,950,2,9,BS
-627,-2872,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,5,471,1050,2,13,BS
-627,-2872,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,6,471,930,2,10,BS
-627,-2875,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,7,471,830,2,8,BS
-627,-2876,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,8,471,890,2,9,BS
-627,-2876,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,9,471,820,1,8,BS
-627,-2877,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,10,471,910,1,11,BS
-627,-2877,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,11,471,680,1,8,BS
-627,-2878,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,12,471,680,2,5,BS
-627,-2880,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,13,471,1020,2,16,BS
-627,-2881,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,14,471,720,1,6,BS
-627,-2881,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,15,471,1000,1,13,BS
-627,-2881,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,16,471,720,2,6,BS
-627,-2881,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,17,471,760,2,9,BS
-627,-2889,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,18,471,630,1,5,BS
-627,-2891,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,19,471,520,2,4,BS
-627,-2891,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,20,471,560,2,5,BS
-627,-2891,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,21,471,640,2,7,BS
-627,-2892,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,22,471,570,1,4,BS
-627,-2893,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,23,471,540,1,4,BS
-627,-2901,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,24,471,1100,2,14,BS
-627,-2901,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,25,471,450,1,3,BS
-627,-2903,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,26,471,490,2,4,BS
-627,-2903,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,27,471,430,2,3,BS
-627,-2919,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,28,471,300,2,1,BS
-627,-2919,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,29,471,290,2,1,BS
-627,-2919,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,30,471,360,2,1,BS
-627,-2920,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,31,471,420,1,3,BS
-627,-2920,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,32,471,330,1,1,BS
-627,-3409,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,33,471,460,1,3,BS
-627,-3411,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,34,471,990,1,15,BS
-627,-3411,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,35,471,1130,1,12,BS
-627,-3411,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,36,471,990,1,12,BS
-627,-3411,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,37,471,1010,2,10,BS
-627,-3412,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,39,471,1070,2,12,BS
-627,-3412,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,40,471,1120,2,14,BS
-627,-3413,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,41,471,1050,2,14,BS
-627,-3413,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,42,471,1030,2,18,BS
-627,-3413,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,43,471,880,1,12,BS
-627,-3414,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,44,471,620,2,5,BS
-627,-3414,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,45,471,980,2,11,BS
-627,-3414,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,46,471,710,1,6,BS
-627,-3416,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,47,471,510,1,4,BS
-627,-3416,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,48,471,450,1,4,BS
-627,-3416,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,49,471,370,1,3,BS
-627,-3416,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,50,471,340,1,2,BS
-627,-3416,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,51,471,280,2,1,BS
-627,-3416,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,52,471,520,2,6,BS
-627,-3416,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,53,471,370,2,2,BS
-627,-3418,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,57,471,550,1,5,BS
-627,-3418,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,58,471,1000,1,12,BS
-627,-3418,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,59,471,430,1,3,BS
-627,-3418,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,60,471,920,1,13,BS
-627,-3418,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,61,471,400,2,4,BS
-627,-3418,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,62,471,750,2,10,BS
-627,-3418,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,63,471,1120,2,16,BS
-627,-3419,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,66,471,870,2,11,BS
-627,-3419,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,64,471,760,1,9,BS
-627,-3419,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,65,471,740,2,7,BS
-627,-3420,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,67,471,820,2,10,BS
-627,-3420,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,68,471,650,2,7,BS
-627,-3420,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,69,471,680,1,8,BS
-627,-3429,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,70,471,580,2,6,BS
-627,-3429,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,71,471,910,2,12,BS
-627,-3429,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,72,471,810,2,9,BS
-627,-3435,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,74,471,250,1,1,BS
-627,-3474,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,76,471,270,1,1,BS
-627,-3474,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,77,471,1060,1,16,BS
-627,-3672,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,78,471,650,1,6,BS
-627,-3672,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,79,471,1050,2,18,BS
-627,-3672,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,80,471,1020,2,14,BS
-627,-3672,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,81,471,970,2,12,BS
-627,-3673,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,82,471,610,1,6,BS
-627,-3673,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,83,471,950,1,10,BS
-627,-3674,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,84,471,870,1,10,BS
-627,-3674,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,85,471,940,1,10,BS
-627,-3674,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,86,471,1040,1,15,BS
-627,-3674,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,87,471,1100,2,20,BS
-627,-3676,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,88,471,820,1,10,BS
-627,-3676,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,89,471,270,1,1,BS
-627,-3676,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,90,471,320,1,1,BS
-627,-3676,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,91,471,260,2,1,BS
-627,-3677,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,93,471,450,1,3,BS
-627,-3677,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,94,471,1060,1,12,BS
-627,-3677,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,95,471,570,1,6,BS
-627,-3677,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,96,471,380,1,2,BS
-627,-3677,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,97,471,370,2,2,BS
-627,-3677,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,98,471,550,2,5,BS
-627,-3677,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,99,471,790,2,10,BS
-627,-3677,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,100,471,440,2,4,BS
-627,-3689,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,102,471,930,2,13,BS
-627,-3689,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,103,471,640,2,8,BS
-627,-3689,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,104,471,860,2,10,BS
-627,-3689,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,105,471,1110,2,16,BS
-627,-3689,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,106,471,720,1,8,BS
-627,-3695,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,107,471,420,1,3,BS
-627,-3695,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,108,471,800,2,7,BS
-627,-3695,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,109,471,310,2,1,BS
-627,-3696,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,110,471,240,1,1,BS
-627,-3696,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,111,471,520,1,5,BS
-627,-3696,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,112,471,520,2,5,BS
-627,-3705,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,114,471,490,2,5,BS
-627,-3720,2007,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,115,471,740,2,7,BS
-630,-4032,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,2,471,870,2,8,BS
-630,-4032,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,3,471,1010,2,14,BS
-630,-4032,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,4,471,830,2,8,BS
-630,-4032,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,5,471,890,2,9,BS
-630,-4032,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,6,471,940,2,9,BS
-630,-4032,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,7,471,950,1,14,BS
-630,-4032,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,8,471,780,1,9,BS
-630,-4032,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,10,471,930,1,15,BS
-630,-4032,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,11,471,790,1,8,BS
-630,-4033,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,12,471,910,2,9,BS
-630,-4036,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,13,471,1080,2,13,BS
-630,-4037,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,14,471,870,1,11,BS
-630,-4039,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,15,471,710,2,7,BS
-630,-4040,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,16,471,650,2,6,BS
-630,-4041,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,17,471,650,1,6,BS
-630,-4041,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,18,471,910,1,10,BS
-630,-4041,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,19,471,860,1,8,BS
-630,-4044,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,20,471,580,2,5,BS
-630,-4044,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,21,471,510,2,4,BS
-630,-4044,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,22,471,600,2,7,BS
-630,-4044,2008,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,23,471,500,1,5,BS
